B1_min,B2_min,B3_min,B4_min,B5_min,B6_min,B7_min,B8_min,B8A_min,B9_min,B10_min,B11_min,B12_min,EVI_min,GNDVI_min,NDMI_min,NDVI_min,VH_min,VV_min,Year,Field
0.17713375762105,0.406426213681698,-0.120061850175261,0.293464913964271,0.00160877479356714,0.0132820813450962,0.0505150156095624,0.0294818943366408,0.0953330881893635,0.188984710723162,0.205038510262966,0.218608535826206,0.234601598232984,0.351935923099517,-0.0560826808214187,0.162415403872729,0.0818551871925592,-21.1613984107971,-13.229583978653,2020,THOMPSON LORETO
