B1_stdev,B2_stdev,B3_stdev,B4_stdev,B5_stdev,B6_stdev,B7_stdev,B8_stdev,B8A_stdev,B9_stdev,B10_stdev,B11_stdev,B12_stdev,EVI_stdev,GNDVI_stdev,NDMI_stdev,NDVI_stdev,VH_stdev,VV_stdev,Year,Field
0.014106459915638,0.0165803171694279,0.0120236966758966,0.0280825477093458,0.0161415468901396,0.0482528172433376,0.0673515349626541,0.0659444257616997,0.0642211064696312,0.0765242353081703,0.0946082100272179,0.0444254204630852,0.0541931912302971,0.157122358679771,0.126891195774078,0.205313205718994,0.200814440846443,2.31308650970459,1.40419661998749,2019,INIAGRAPE ONE 14
0.00914734974503517,0.011671363376081,0.00931274518370628,0.0237245690077543,0.015807056799531,0.0463049188256264,0.0698430463671684,0.0672392025589943,0.0669096037745476,0.060242060571909,0.331215471029282,0.0330669470131397,0.0399051159620285,0.148661449551582,0.0942961126565933,0.166013896465302,0.156734809279442,2.07917165756226,1.75355100631714,2020,INIAGRAPE ONE 14
0.0153832016512752,0.014983793720603,0.0144481938332319,0.0200649928301573,0.0189750716090202,0.0305603034794331,0.0384049080312252,0.0368267148733139,0.0383211113512516,0.0551917664706707,0.185816794633865,0.0300470739603043,0.0326337367296219,0.0707749426364899,0.0764536485075951,0.105857506394386,0.103723391890526,1.8239187002182,1.66996610164642,2018,INIAGRAPE ONE 15
0.0162332635372877,0.0181572958827019,0.0131194200366735,0.0300038885325193,0.0157428551465273,0.0620682649314404,0.0875691175460815,0.0863463059067726,0.0865500345826149,0.0773368403315544,0.066368505358696,0.0267883036285639,0.0467841252684593,0.192212715744972,0.155812755227089,0.20870640873909,0.233236983418465,2.08816027641296,1.25623321533203,2019,INIAGRAPE ONE 15
0.00991206988692284,0.0118497908115387,0.0102433376014233,0.0238278098404408,0.0169129222631454,0.0410340875387192,0.0641458183526993,0.0611803457140923,0.0623739063739777,0.0640725195407867,0.175720423460007,0.0298349447548389,0.0383977368474007,0.14124421775341,0.0910109058022499,0.149601057171822,0.149420976638794,2.22739958763123,1.75767743587494,2020,INIAGRAPE ONE 15
0.0157491993159056,0.0154246343299747,0.00749407289549708,0.0307115409523249,0.0142001919448376,0.0895715579390526,0.123146049678326,0.120670661330223,0.118539296090603,0.108289390802383,0.431235253810883,0.0441872887313366,0.0608404874801636,0.235822677612305,0.12110597640276,0.250748515129089,0.219283998012543,2.10496425628662,1.95264637470245,2018,SABLE 14
0.0259221512824297,0.034226443618536,0.0351580940186977,0.0265537016093731,0.0232733469456434,0.0893163755536079,0.111693039536476,0.106324404478073,0.10815642029047,0.0645515993237495,0.134312108159065,0.0439663082361221,0.059871319681406,0.240560844540596,0.106756255030632,0.233484596014023,0.134667411446571,2.35667085647583,2.22907686233521,2019,SABLE 14
0.00587777281180024,0.00592577364295721,0.00536163011565804,0.00616722367703915,0.00530714029446244,0.0235427618026733,0.0333468280732632,0.0336139388382435,0.0350378938019276,0.0266195517033339,0.30482092499733,0.00693507771939039,0.0109681459143758,0.0709692910313606,0.042224295437336,0.0518124476075172,0.0500650554895401,2.01502060890198,2.10926961898804,2020,SABLE 14
0.0174643844366074,0.0197223946452141,0.0179512985050678,0.0300826337188482,0.022774426266551,0.0435199774801731,0.0567573383450508,0.0540891401469707,0.055810421705246,0.07182227820158,0.121176853775978,0.0322718881070614,0.0431956797838211,0.123636983335018,0.111672766506672,0.145879372954369,0.167376965284348,2.24577307701111,1.71173214912415,2018,SABLE 16
0.0162143874913454,0.0169692747294903,0.00977444928139448,0.0278436355292797,0.0116415405645967,0.0579258725047112,0.0766138359904289,0.0729584991931915,0.0755165964365005,0.0542070604860783,0.144905284047127,0.0300729721784592,0.0475936606526375,0.165682405233383,0.127732485532761,0.190327897667885,0.207532703876495,2.77836227416992,1.77040541172028,2019,SABLE 16
0.00293400464579463,0.00464962935075164,0.0035453150048852,0.0101743210107088,0.00641094194725156,0.0186688657850027,0.0272110123187304,0.0266384743154049,0.0266679804772139,0.0244829133152962,0.0292887669056654,0.0121805425733328,0.0162869989871979,0.0608582049608231,0.0350333452224731,0.0616596341133118,0.0624446533620358,2.50479006767273,2.08788847923279,2020,SABLE 16
0.00752137927338481,0.00643124477937818,0.0057688532397151,0.00769459875300527,0.00753269717097282,0.0695090293884277,0.0991549640893936,0.0981961339712143,0.0988275706768036,0.0906699076294899,0.0995013788342476,0.015121447853744,0.01952282525599,0.162173673510551,0.0961543023586273,0.153306111693382,0.118771195411682,1.38791036605835,1.38425195217133,2018,THOMPSON 00
0.0102208955213428,0.0109705654904246,0.00574408285319805,0.0202203243970871,0.008709448389709,0.0730390027165413,0.103689610958099,0.0996914058923721,0.101015895605087,0.0785614922642708,0.186082035303116,0.0326266475021839,0.0352880470454693,0.203712090849876,0.120112970471382,0.199962392449379,0.170920893549919,1.5772922039032,1.6086038351059,2019,THOMPSON 00
0.0170049294829369,0.0147452959790826,0.0119723910465837,0.019764319062233,0.0195085685700178,0.00334303360432386,0.00778112420812249,0.00508907111361623,0.00438645435497165,0.073295071721077,3.17054414749146,0.0372494347393513,0.028910955414176,0.0469453819096088,0.0450526028871536,0.0835714414715767,0.0693441778421402,1.5312043428421,1.3880820274353,2020,THOMPSON 00
0.0134788891300559,0.011913656257093,0.00631629396229982,0.0198479406535625,0.00835567340254784,0.0839562192559242,0.1136759147048,0.114827819168568,0.112711168825626,0.114650562405586,0.113371647894382,0.0172561928629875,0.0329437702894211,0.204391419887543,0.111108370125294,0.20218899846077,0.182011976838112,1.42056810855865,1.27722835540771,2018,THOMPSON 07
0.00633303821086884,0.00602146098390222,0.00473170960322022,0.00846446957439184,0.00402378477156162,0.0369057692587376,0.0482885092496872,0.0499326139688492,0.0499952025711536,0.0889515206217766,0.120419658720493,0.0127583229914308,0.020071979612112,0.131749048829079,0.078833743929863,0.105627112090588,0.0969057679176331,1.44955468177795,1.31458842754364,2019,THOMPSON 07
0.00908519793301821,0.00875225942581892,0.00779076619073749,0.00532956747338176,0.00666372198611498,0.0287464950233698,0.0383605472743511,0.038640309125185,0.0390679240226746,0.0598528049886227,0.0742025449872017,0.00271645584143698,0.00596148194745183,0.0760085508227348,0.0383843034505844,0.0538549013435841,0.0460394322872162,1.51161777973175,1.43232917785645,2020,THOMPSON 07
0.0130545115098357,0.0116359572857618,0.00647990545257926,0.0192105248570442,0.00868426635861397,0.0690740495920181,0.0943613946437836,0.0916803479194641,0.0912665128707886,0.0993166342377663,0.13712802529335,0.0292950514703989,0.0405845977365971,0.173214837908745,0.0967993512749672,0.202847391366959,0.162234455347061,1.4161319732666,1.39683938026428,2018,THOMPSON 08
0.00718486588448286,0.0103563237935305,0.0103898467496037,0.0120401130989194,0.00826180540025234,0.0423022098839283,0.0567503571510315,0.0579424127936363,0.0584426075220108,0.0881223380565643,0.136881425976753,0.0168216116726398,0.0236467588692904,0.137689650058746,0.0820155292749405,0.103912875056267,0.0934687778353691,1.52877163887024,1.56574845314026,2019,THOMPSON 08
0.00828137062489986,0.00957323517650366,0.00883631501346827,0.00666051264852285,0.00723990378901362,0.0286313742399216,0.0387376733124256,0.0393889546394348,0.0389446727931499,0.0720782205462456,0.133384525775909,0.00630084471777081,0.00917642097920179,0.0791650414466858,0.0440398752689362,0.0570230260491371,0.0500015094876289,1.60469996929169,1.49359154701233,2020,THOMPSON 08
0.0128178549930453,0.0110609456896782,0.00600493978708982,0.0179131273180246,0.00779222045093775,0.0771457478404045,0.104933574795723,0.104938983917236,0.103044532239437,0.108868032693863,0.435334056615829,0.0227534472942352,0.0354491323232651,0.187382936477661,0.099851205945015,0.202510237693787,0.164323523640633,1.51876986026764,1.47929155826569,2018,THOMPSON 96
0.00655613094568253,0.00824387464672327,0.00667454907670617,0.0106400875374675,0.00555469188839197,0.0372761413455009,0.0489608459174633,0.0490447171032429,0.0494866408407688,0.0791928842663765,0.142584383487701,0.0198559686541557,0.0257384404540062,0.138609603047371,0.0799836590886116,0.117034010589123,0.0980301648378372,1.6029098033905,1.59107220172882,2019,THOMPSON 96
0.00970146711915731,0.00959405861794949,0.00768282450735569,0.00652611441910267,0.00683131255209446,0.0259476229548454,0.0355251170694828,0.0360274501144886,0.0366932116448879,0.0677177459001541,0.0994452387094498,0.00519828870892525,0.00830237939953804,0.0778856202960014,0.0441561415791512,0.0572915337979794,0.0521206185221672,1.59584403038025,1.50717186927795,2020,THOMPSON 96
0.0177172794938087,0.0193942002952099,0.0157349556684494,0.0327400751411915,0.0221688766032457,0.0597455576062202,0.0848633423447609,0.0844911709427834,0.0811866968870163,0.0859176591038704,0.143174916505814,0.0388003699481487,0.0520138554275036,0.189181685447693,0.128201574087143,0.200939953327179,0.204184398055077,1.65984451770782,1.60745584964752,2018,TIMCO 14 CR
0.0179496128112078,0.0203739143908024,0.0149403363466263,0.0331271477043629,0.0176156144589186,0.069012314081192,0.0976787135004997,0.0978131219744682,0.0971040651202202,0.0807090029120445,0.176973357796669,0.030493563041091,0.0521728470921516,0.208960995078087,0.157734334468842,0.214450746774673,0.236165463924408,1.84938681125641,1.49570620059967,2019,TIMCO 14 CR
0.0203593149781227,0.0215618312358856,0.0170498788356781,0.0321474261581898,0.0230534430593252,0.036255769431591,0.053649365901947,0.0531109683215618,0.0509560629725456,0.0785645097494125,2.48889064788818,0.0375486761331558,0.0466194376349449,0.138491317629814,0.120884656906128,0.152578249573708,0.179444253444672,2.12768363952637,1.56287181377411,2020,TIMCO 14 CR
