B1_stdev,B2_stdev,B3_stdev,B4_stdev,B5_stdev,B6_stdev,B7_stdev,B8_stdev,B8A_stdev,B9_stdev,B10_stdev,B11_stdev,B12_stdev,EVI_stdev,GNDVI_stdev,NDMI_stdev,NDVI_stdev,VH_stdev,VV_stdev,Year,Field
0.157311163842678,0.101462885737419,0.167172878980637,0.16254149749875,0.0147046076599508,0.015616490971297,0.0108072748407722,0.0243423013016582,0.014978168765083,0.0513382507488132,0.0738877449184656,0.0715922601521015,0.0731170792132616,0.0684116873890162,1.47111555933953,0.0310821663588286,0.0392203126102686,1.77065396308899,1.43056288361549,2020,THOMPSON LORETO
