id,Year,Field,Variety,Kg_He,Area_He,B1_sum,B2_sum,B3_sum,B4_sum,B5_sum,B6_sum,B7_sum,B8_sum,B8A_sum,B9_sum,B10_sum,B11_sum,B12_sum,EVI_sum,GNDVI_sum,NDMI_sum,NDVI_sum,VH_sum,VV_sum,min_Temp,max_Temp,mean_Temp,sum_Temp,median_Temp,stdv_Temp,min_Hum,max_Hum,mean_Hum,sum_Hum,median_Hum,stdv_Hum,min_GGD,max_GGD,mean_GGD,sum_GGD,median_GGD,stdv_GGD,min_Evapo,max_Evapo,mean_Evapo,sum_Evapo,median_Evapo,stdv_Evapo,Weather_station.y,N.Unit.He,K20.Unit.He,P.Unit.He,CaO.Unit.He,MgO.Unit.He
37,2020,THOMPSON LORETO,THOMPSON,35878,12,13.0000004768372,9.05473160743713,13.0000004768372,9.69131922721863,0.206842090934515,0.358850918710232,0.782946527004242,0.619982779026031,1.40162116289139,3.73186975717545,4.54613542556763,4.67055439949036,4.87898921966553,6.09814929962158,8.41316676139832,2.46145021915436,1.46068203449249,-259.990730285645,-158.53105545044,8.9,24.4,18.2021739130435,1674.6,18.55,3.33479749655781,40.8,79,56.6326086956522,5210.2,56.1,7.84239126875415,0,14.4,8.21847826086957,756.1,8.5,3.29441516588855,1.5,6.4,4.58913043478261,422.2,4.8,1.18102735327063,Talagante_Talagante,50,60,30,29.5,100
