id,Year,Field,Variety,Kg_He,Area_He,B1_median,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,B8_median,B8A_median,B9_median,B10_median,B11_median,B12_median,EVI_median,GNDVI_median,NDMI_median,NDVI_median,VH_median,VV_median,min_Temp,max_Temp,mean_Temp,sum_Temp,median_Temp,stdv_Temp,min_Hum,max_Hum,mean_Hum,sum_Hum,median_Hum,stdv_Hum,min_GGD,max_GGD,mean_GGD,sum_GGD,median_GGD,stdv_GGD,min_Evapo,max_Evapo,mean_Evapo,sum_Evapo,median_Evapo,stdv_Evapo,N.Unit.He,K20.Unit.He,P.Unit.He,CaO.Unit.He,MgO.Unit.He
34,2020,THOMPSON LORETO,THOMPSON,35878,12,0.612566903233528,0.739376187324524,0.377048902213574,0.818597421050072,0.0123979866039008,0.022919109556824,0.0575851975008845,0.0387549232691526,0.10337789542973,0.309215135872364,0.381776481866837,0.392975956201553,0.409018307924271,0.473619900643826,0.116608778014779,0.179641399532557,0.0967019367963077,-17.1310439109802,-10.531284570694,8.9,24.4,18.2021739130435,1674.6,18.55,3.33479749655781,40.8,79,56.6326086956522,5210.2,56.1,7.84239126875415,0,14.4,8.21847826086957,756.1,8.5,3.29441516588855,1.5,6.4,4.58913043478261,422.2,4.8,1.18102735327063,50,60,30,29.5,100
