B1_stdev,B2_stdev,B3_stdev,B4_stdev,B5_stdev,B6_stdev,B7_stdev,B8_stdev,B8A_stdev,B9_stdev,B10_stdev,B11_stdev,B12_stdev,EVI_stdev,GNDVI_stdev,NDMI_stdev,NDVI_stdev,VH_stdev,VV_stdev,Year,Field
0.158193234354258,0.101852579042316,0.167583931237459,0.163237661123276,0.0147220774088055,0.0157916801981628,0.0109180526342243,0.0245165633969009,0.0150261076632887,0.0514986598864198,0.0740647688508033,0.0719310883432627,0.073234748095274,0.0685033649206161,1.47144338488579,0.0311607653275132,0.0393256330862641,1.77065396308899,1.43056288361549,2020,THOMPSON LORETO
