B1_mean,B2_mean,B3_mean,B4_mean,B5_mean,B6_mean,B7_mean,B8_mean,B8A_mean,B9_mean,B10_mean,B11_mean,B12_mean,EVI_mean,GNDVI_mean,NDMI_mean,NDVI_mean,VH_mean,VV_mean,Year,Field
0.541401222348214,0.698311477899551,0.296090602874756,0.747768253087997,0.0160704613663256,0.0276984940283,0.0604524649679661,0.0478020505979657,0.108363622799516,0.287867531180381,0.35060478746891,0.360566347837448,0.376265220344067,0.470335304737091,0.649293392896652,0.190116159617901,0.113040475174784,-17.3327150344849,-10.5687372684479,2020,THOMPSON LORETO
