B1_max,B2_max,B3_max,B4_max,B5_max,B6_max,B7_max,B8_max,B8A_max,B9_max,B10_max,B11_max,B12_max,EVI_max,GNDVI_max,NDMI_max,NDVI_max,VH_max,VV_max,Year,Field
0.0447472482919693,0.053583025932312,0.0802753567695618,0.104089312255383,0.13963183760643,0.415102541446686,0.519443511962891,0.529023051261902,0.540846407413483,0.645993173122406,1.15844082832336,0.295091539621353,0.242235615849495,0.808096647262573,0.803141891956329,0.491138130426407,0.912761688232422,-14.605206489563,-8.02829647064209,2018,SABLE 14
0.156607627868652,0.199824288487434,0.213555961847305,0.206058457493782,0.231255277991295,0.408657819032669,0.472904205322266,0.473562896251678,0.490993827581406,0.471538007259369,0.263293743133545,0.316611260175705,0.244983404874802,0.662968456745148,0.417202711105347,0.377887696027756,0.46663099527359,-15.0636911392212,-8.14256954193115,2019,SABLE 14
0.138231098651886,0.184656322002411,0.203625231981277,0.205067366361618,0.231309726834297,0.328245311975479,0.365190058946609,0.3726926445961,0.3831847012043,0.455652058124542,0.712812125682831,0.256387233734131,0.172256007790565,0.356673896312714,0.295728594064713,0.187600746750832,0.297199368476868,-14.7631998062134,-7.60059118270874,2020,SABLE 14
0.0728969499468803,0.093115471303463,0.118413619697094,0.151591762900352,0.178791105747223,0.29423663020134,0.346474766731262,0.343772172927856,0.362828880548477,0.49154195189476,0.338108658790588,0.272629469633102,0.249709293246269,0.472691982984543,0.664510667324066,0.298346281051636,0.693908870220184,-15.5280933380127,-8.9380464553833,2018,SABLE 16
0.0731550380587578,0.0726400837302208,0.0920573100447655,0.124882288277149,0.148904293775558,0.314738690853119,0.378389805555344,0.378305464982986,0.399208188056946,0.421191722154617,0.299727946519852,0.272179365158081,0.239362567663193,0.552338242530823,0.699542641639709,0.325175404548645,0.760017931461334,-14.16721534729,-7.5523567199707,2019,SABLE 16
0.0484284535050392,0.0544395595788956,0.0821431949734688,0.111051291227341,0.149416759610176,0.249826088547707,0.293393015861511,0.308175832033157,0.32483983039856,0.430233299732208,0.18511389195919,0.278608590364456,0.213385015726089,0.356719315052032,0.586250364780426,0.0764616578817368,0.516681909561157,-14.5291814804077,-7.97663354873657,2020,SABLE 16
0.0645895078778267,0.0926996394991875,0.123095035552979,0.107557751238346,0.157806798815727,0.409812569618225,0.509978175163269,0.514324843883514,0.52870899438858,0.631347358226776,0.207312792539597,0.225538685917854,0.151562571525574,0.741217195987701,0.633027732372284,0.456177890300751,0.709437191486359,-14.5894136428833,-8.03816509246826,2018,THOMPSON 00
0.0765104591846466,0.108423255383968,0.126608669757843,0.140105113387108,0.169861227273941,0.386182337999344,0.478233098983765,0.482625722885132,0.499624252319336,0.529030680656433,0.456456959247589,0.267274051904678,0.179877862334251,0.703292548656464,0.624270975589752,0.445339173078537,0.698027014732361,-14.5826969146729,-7.98163986206055,2019,THOMPSON 00
0.0980463996529579,0.122724637389183,0.138919517397881,0.15614715218544,0.190589010715485,0.242436364293098,0.27003937959671,0.280821532011032,0.291318714618683,0.516952931880951,6.49886322021484,0.276270687580109,0.186324000358582,0.319659650325775,0.414978206157684,0.160544291138649,0.410348445177078,-14.4796676635742,-7.89693689346313,2020,THOMPSON 00
0.0482458509504795,0.0492085106670856,0.0704089477658272,0.0789707601070404,0.112492114305496,0.403449207544327,0.49903729557991,0.50451934337616,0.515970945358276,0.604408383369446,0.28069594502449,0.214679479598999,0.177359223365784,0.782335698604584,0.810697436332703,0.496162742376328,0.917849779129028,-14.4410581588745,-7.64075517654419,2018,THOMPSON 07
0.112713925540447,0.157340109348297,0.167001932859421,0.155101135373116,0.181227624416351,0.312379777431488,0.354716122150421,0.366787701845169,0.376906216144562,0.552363216876984,0.306762188673019,0.224225163459778,0.15896600484848,0.55265212059021,0.392463117837906,0.317848384380341,0.470691591501236,-14.7829751968384,-7.97154903411865,2019,THOMPSON 07
0.117778941988945,0.15367379784584,0.167776256799698,0.149841099977493,0.188960000872612,0.333265542984009,0.391523629426956,0.40561455488205,0.41703137755394,0.551974475383759,0.148413628339767,0.206075176596642,0.124224185943604,0.558802604675293,0.44144532084465,0.335303664207458,0.490501165390015,-14.3917551040649,-7.71329164505005,2020,THOMPSON 07
0.0454556494951248,0.0495669580996037,0.0726438090205193,0.0808350667357445,0.118159666657448,0.371807366609573,0.461161106824875,0.460621237754822,0.478150606155396,0.584851861000061,0.372940570116043,0.248695939779282,0.202287927269936,0.720148801803589,0.796227276325226,0.46536847949028,0.895045876502991,-14.4056768417358,-8.13602733612061,2018,THOMPSON 08
0.0994999408721924,0.201025292277336,0.241377368569374,0.21604298055172,0.241328105330467,0.379272282123566,0.430475920438766,0.441688537597656,0.448570132255554,0.587644159793854,0.378916621208191,0.255730271339417,0.172678083181381,0.547150671482086,0.331339806318283,0.340718001127243,0.409948319196701,-14.8323650360107,-7.64570569992065,2019,THOMPSON 08
0.121046580374241,0.195635780692101,0.223285794258118,0.201653718948364,0.238079220056534,0.36395138502121,0.416274219751358,0.431299030780792,0.437168926000595,0.598386764526367,0.264488220214844,0.23421086370945,0.142055690288544,0.500864386558533,0.348515272140503,0.31342750787735,0.392615884542465,-14.4138126373291,-7.78288269042969,2020,THOMPSON 08
0.0441259704530239,0.0453720353543758,0.0676708221435547,0.0741108804941177,0.110874988138676,0.392352938652039,0.486800938844681,0.491308391094208,0.504693686962128,0.605938851833344,1.49073922634125,0.231729999184608,0.185231149196625,0.767262995243073,0.809165477752686,0.486015677452087,0.917163908481598,-14.250659942627,-7.63701009750366,2018,THOMPSON 96
0.122746303677559,0.175199046730995,0.186092630028725,0.172628000378609,0.198057413101196,0.327301859855652,0.369295805692673,0.377409487962723,0.388819754123688,0.544930517673492,0.363417744636536,0.248529642820358,0.171362653374672,0.561444580554962,0.368323504924774,0.310632437467575,0.445780128240585,-14.5051412582397,-7.68926858901978,2019,THOMPSON 96
0.134483501315117,0.174251601099968,0.187228411436081,0.169579371809959,0.207757502794266,0.336909592151642,0.387919932603836,0.398480117321014,0.409227013587952,0.57101434469223,0.18406742811203,0.215661346912384,0.131965816020966,0.524033188819885,0.398698806762695,0.32317391037941,0.44427901506424,-14.4474859237671,-7.75294923782349,2020,THOMPSON 96
0.0631327554583549,0.0703581273555756,0.0948196351528168,0.112096227705479,0.151512637734413,0.368895262479782,0.454678028821945,0.462142497301102,0.472496688365936,0.572624862194061,0.477223783731461,0.272604793310165,0.225897207856178,0.723144888877869,0.802182555198669,0.445529818534851,0.88728255033493,-14.8118238449097,-7.93592834472656,2018,TIMCO 14 CR
0.0585424862802029,0.0729950219392776,0.092219740152359,0.121995523571968,0.145826637744904,0.363377690315247,0.456282585859299,0.464875489473343,0.475189834833145,0.513561010360718,0.494582563638687,0.264955073595047,0.241787746548653,0.717211544513702,0.813291370868683,0.445338398218155,0.888805210590363,-14.7550659179688,-7.77910900115967,2019,TIMCO 14 CR
0.0704777464270592,0.0843339413404465,0.102561309933662,0.137527048587799,0.166341692209244,0.29236313700676,0.355607628822327,0.367760300636292,0.376447796821594,0.576348304748535,6.54567861557007,0.295949965715408,0.248558059334755,0.543497681617737,0.721127808094025,0.298777729272842,0.749860048294067,-14.4003772735596,-7.75210285186768,2020,TIMCO 14 CR
