B1_sum,B2_sum,B3_sum,B4_sum,B5_sum,B6_sum,B7_sum,B8_sum,B8A_sum,B9_sum,B10_sum,B11_sum,B12_sum,EVI_sum,GNDVI_sum,NDMI_sum,NDVI_sum,VH_sum,VV_sum,Year,Field
12.9998896121979,9.07804870605469,12.9998896121979,9.72098708152771,0.208916001021862,0.360080443322658,0.785882040858269,0.621426641941071,1.40872713923454,3.74227792024612,4.55786240100861,4.68736243247986,4.89144790172577,6.11435866355896,8.44081377983093,2.47151017189026,1.46952620148659,-259.990730285645,-158.53105545044,2020,THOMPSON LORETO
