B1_max,B2_max,B3_max,B4_max,B5_max,B6_max,B7_max,B8_max,B8A_max,B9_max,B10_max,B11_max,B12_max,EVI_max,GNDVI_max,NDMI_max,NDVI_max,VH_max,VV_max,Year,Field
0.713408291339874,0.777995303273201,0.437980219721794,0.868890896439552,0.0612273160368204,0.0721129905432463,0.0924222841858864,0.119720604270697,0.15428726002574,0.352728083729744,0.441657721996307,0.448448449373245,0.466577470302582,0.611711978912354,5.51612007617951,0.278798967599869,0.223339509218931,-14.5716037750244,-8.04493010044098,2020,THOMPSON LORETO
