Year,Field,B1_min,B2_min,B3_min,B4_min,B5_min,B6_min,B7_min,B8_min,B8A_min,B9_min,B10_min,B11_min,B12_min,EVI_min,GNDVI_min,NDMI_min,NDVI_min,VH_min,VV_min,min_Temp,max_Temp,mean_Temp,sum_Temp,median_Temp,stdv_Temp,min_Hum,max_Hum,mean_Hum,sum_Hum,median_Hum,stdv_Hum,min_GGD,max_GGD,mean_GGD,sum_GGD,median_GGD,stdv_GGD,min_Evapo,max_Evapo,mean_Evapo,sum_Evapo,median_Evapo,stdv_Evapo,Weather_station.y,N.Unit.He,K20.Unit.He,P.Unit.He,CaO.Unit.He,MgO.Unit.He
2020,THOMPSON LORETO,0.17713375762105,0.406426213681698,-0.120061850175261,0.293464913964271,0.00160877479356714,0.0132820813450962,0.0505150156095624,0.0294818943366408,0.0953330881893635,0.188984710723162,0.205038510262966,0.218608535826206,0.234601598232984,0.351935923099517,-0.0560826808214187,0.162415403872729,0.0818551871925592,-21.1613984107971,-13.229583978653,8.9,24.4,18.2021739130435,1674.6,18.55,3.33479749655781,40.8,79,56.6326086956522,5210.2,56.1,7.84239126875415,0,14.4,8.21847826086957,756.1,8.5,3.29441516588855,1.5,6.4,4.58913043478261,422.2,4.8,1.18102735327063,Talagante_Talagante,50,60,30,29.5,100
