B1_sum,B2_sum,B3_sum,B4_sum,B5_sum,B6_sum,B7_sum,B8_sum,B8A_sum,B9_sum,B10_sum,B11_sum,B12_sum,EVI_sum,GNDVI_sum,NDMI_sum,NDVI_sum,VH_sum,VV_sum,Year,Field
13.0000004768372,9.05473160743713,13.0000004768372,9.69131922721863,0.206842090934515,0.358850918710232,0.782946527004242,0.619982779026031,1.40162116289139,3.73186975717545,4.54613542556763,4.67055439949036,4.87898921966553,6.09814929962158,8.41316676139832,2.46145021915436,1.46068203449249,-259.990730285645,-158.53105545044,2020,THOMPSON LORETO
