Continent;Country;Series;Year;Unit;Value
Asia;Afghanistan;"Table grapes production";1995;tonnes;201300
Asia;Afghanistan;"Table grapes production";1996;tonnes;201100
Asia;Afghanistan;"Table grapes production";1997;tonnes;201100
Asia;Afghanistan;"Table grapes production";1998;tonnes;201100
Asia;Afghanistan;"Table grapes production";1999;tonnes;201100
Asia;Afghanistan;"Table grapes production";2000;tonnes;191000
Asia;Afghanistan;"Table grapes production";2001;tonnes;252400
Asia;Afghanistan;"Table grapes production";2002;tonnes;233000
Asia;Afghanistan;"Table grapes production";2003;tonnes;190608
Asia;Afghanistan;"Table grapes production";2004;tonnes;180989
Asia;Afghanistan;"Table grapes production";2005;tonnes;189149
Asia;Afghanistan;"Table grapes production";2006;tonnes;202032
Asia;Afghanistan;"Table grapes production";2007;tonnes;191635
Asia;Afghanistan;"Table grapes production";2008;tonnes;202008
Asia;Afghanistan;"Table grapes production";2009;tonnes;244405
Asia;Afghanistan;"Table grapes production";2010;tonnes;245678
Asia;Afghanistan;"Table grapes production";2011;tonnes;346415
Asia;Afghanistan;"Table grapes production";2012;tonnes;446504
Asia;Afghanistan;"Table grapes production";2013;tonnes;448507
Asia;Afghanistan;"Table grapes production";2014;tonnes;571153
Asia;Afghanistan;"Table grapes production";2015;tonnes;596844
Asia;Afghanistan;"Table grapes production";2016;tonnes;697187
Europe;Albania;"Table grapes production";1995;tonnes;34800
Europe;Albania;"Table grapes production";1996;tonnes;23600
Europe;Albania;"Table grapes production";1997;tonnes;46700
Europe;Albania;"Table grapes production";1998;tonnes;55100
Europe;Albania;"Table grapes production";1999;tonnes;54200
Europe;Albania;"Table grapes production";2000;tonnes;70079
Europe;Albania;"Table grapes production";2001;tonnes;66452
Europe;Albania;"Table grapes production";2002;tonnes;77572
Europe;Albania;"Table grapes production";2003;tonnes;94119
Europe;Albania;"Table grapes production";2004;tonnes;87465
Europe;Albania;"Table grapes production";2005;tonnes;99382
Europe;Albania;"Table grapes production";2006;tonnes;108366
Europe;Albania;"Table grapes production";2007;tonnes;121284
Europe;Albania;"Table grapes production";2008;tonnes;128943
Europe;Albania;"Table grapes production";2009;tonnes;133642
Europe;Albania;"Table grapes production";2010;tonnes;155285
Europe;Albania;"Table grapes production";2011;tonnes;166694
Europe;Albania;"Table grapes production";2012;tonnes;164611
Europe;Albania;"Table grapes production";2013;tonnes;173859
Europe;Albania;"Table grapes production";2014;tonnes;174800
Europe;Albania;"Table grapes production";2015;tonnes;171784
Europe;Albania;"Table grapes production";2016;tonnes;174455
Africa;Algeria;"Table grapes production";1995;tonnes;115000
Africa;Algeria;"Table grapes production";1996;tonnes;137000
Africa;Algeria;"Table grapes production";1997;tonnes;145800
Africa;Algeria;"Table grapes production";1998;tonnes;118300
Africa;Algeria;"Table grapes production";1999;tonnes;134300
Africa;Algeria;"Table grapes production";2000;tonnes;145000
Africa;Algeria;"Table grapes production";2001;tonnes;139461
Africa;Algeria;"Table grapes production";2002;tonnes;164772
Africa;Algeria;"Table grapes production";2003;tonnes;174806
Africa;Algeria;"Table grapes production";2004;tonnes;169654
Africa;Algeria;"Table grapes production";2005;tonnes;209676
Africa;Algeria;"Table grapes production";2006;tonnes;244549
Africa;Algeria;"Table grapes production";2007;tonnes;171978
Africa;Algeria;"Table grapes production";2008;tonnes;298592
Africa;Algeria;"Table grapes production";2009;tonnes;402635
Africa;Algeria;"Table grapes production";2010;tonnes;468282
Africa;Algeria;"Table grapes production";2011;tonnes;310728
Africa;Algeria;"Table grapes production";2012;tonnes;446100
Africa;Algeria;"Table grapes production";2013;tonnes;476000
Africa;Algeria;"Table grapes production";2014;tonnes;424199
Africa;Algeria;"Table grapes production";2015;tonnes;472474
Africa;Algeria;"Table grapes production";2016;tonnes;467936
America;Argentina;"Table grapes production";1995;tonnes;33600
America;Argentina;"Table grapes production";1996;tonnes;33500
America;Argentina;"Table grapes production";1997;tonnes;38800
America;Argentina;"Table grapes production";1998;tonnes;44900
America;Argentina;"Table grapes production";1999;tonnes;52400
America;Argentina;"Table grapes production";2000;tonnes;37636
America;Argentina;"Table grapes production";2001;tonnes;30918
America;Argentina;"Table grapes production";2002;tonnes;41185
America;Argentina;"Table grapes production";2003;tonnes;81354
America;Argentina;"Table grapes production";2004;tonnes;91781
America;Argentina;"Table grapes production";2005;tonnes;103522
America;Argentina;"Table grapes production";2006;tonnes;114204
America;Argentina;"Table grapes production";2007;tonnes;110763
America;Argentina;"Table grapes production";2008;tonnes;113410
America;Argentina;"Table grapes production";2009;tonnes;77643
America;Argentina;"Table grapes production";2010;tonnes;88614
America;Argentina;"Table grapes production";2011;tonnes;90702
America;Argentina;"Table grapes production";2012;tonnes;72190
America;Argentina;"Table grapes production";2013;tonnes;44338
America;Argentina;"Table grapes production";2014;tonnes;37441
America;Argentina;"Table grapes production";2015;tonnes;44524
America;Argentina;"Table grapes production";2016;tonnes;39163
Asia;Armenia;"Table grapes production";1995;tonnes;100000
Asia;Armenia;"Table grapes production";1996;tonnes;83200
Asia;Armenia;"Table grapes production";1997;tonnes;57300
Asia;Armenia;"Table grapes production";1998;tonnes;53800
Asia;Armenia;"Table grapes production";1999;tonnes;46800
Asia;Armenia;"Table grapes production";2000;tonnes;35637
Asia;Armenia;"Table grapes production";2001;tonnes;56873
Asia;Armenia;"Table grapes production";2002;tonnes;53359
Asia;Armenia;"Table grapes production";2003;tonnes;37100
Asia;Armenia;"Table grapes production";2004;tonnes;30000
Asia;Armenia;"Table grapes production";2005;tonnes;80109
Asia;Armenia;"Table grapes production";2006;tonnes;67241
Asia;Armenia;"Table grapes production";2007;tonnes;74323
Asia;Armenia;"Table grapes production";2008;tonnes;47924
Asia;Armenia;"Table grapes production";2009;tonnes;80706
Asia;Armenia;"Table grapes production";2010;tonnes;93578
Asia;Armenia;"Table grapes production";2011;tonnes;100738
Asia;Armenia;"Table grapes production";2012;tonnes;84790
Asia;Armenia;"Table grapes production";2013;tonnes;73353
Asia;Armenia;"Table grapes production";2014;tonnes;104085
Asia;Armenia;"Table grapes production";2015;tonnes;92399
Asia;Armenia;"Table grapes production";2016;tonnes;100000
Oceania;Australia;"Table grapes production";1995;tonnes;39500
Oceania;Australia;"Table grapes production";1996;tonnes;53500
Oceania;Australia;"Table grapes production";1997;tonnes;60700
Oceania;Australia;"Table grapes production";1998;tonnes;62700
Oceania;Australia;"Table grapes production";1999;tonnes;65900
Oceania;Australia;"Table grapes production";2000;tonnes;66800
Oceania;Australia;"Table grapes production";2001;tonnes;64700
Oceania;Australia;"Table grapes production";2002;tonnes;86500
Oceania;Australia;"Table grapes production";2003;tonnes;75100
Oceania;Australia;"Table grapes production";2004;tonnes;68920
Oceania;Australia;"Table grapes production";2005;tonnes;72662
Oceania;Australia;"Table grapes production";2006;tonnes;81727
Oceania;Australia;"Table grapes production";2007;tonnes;78727
Oceania;Australia;"Table grapes production";2008;tonnes;63621
Oceania;Australia;"Table grapes production";2009;tonnes;69000
Oceania;Australia;"Table grapes production";2010;tonnes;65000
Oceania;Australia;"Table grapes production";2011;tonnes;106200
Oceania;Australia;"Table grapes production";2012;tonnes;107700
Oceania;Australia;"Table grapes production";2013;tonnes;120900
Oceania;Australia;"Table grapes production";2014;tonnes;126305
Oceania;Australia;"Table grapes production";2015;tonnes;129647
Oceania;Australia;"Table grapes production";2016;tonnes;140128
Asia;Azerbaijan;"Table grapes production";1995;tonnes;100000
Asia;Azerbaijan;"Table grapes production";1996;tonnes;219400
Asia;Azerbaijan;"Table grapes production";1997;tonnes;53500
Asia;Azerbaijan;"Table grapes production";1998;tonnes;113300
Asia;Azerbaijan;"Table grapes production";1999;tonnes;98800
Asia;Azerbaijan;"Table grapes production";2000;tonnes;62858
Asia;Azerbaijan;"Table grapes production";2001;tonnes;54280
Asia;Azerbaijan;"Table grapes production";2002;tonnes;50910
Asia;Azerbaijan;"Table grapes production";2003;tonnes;56072
Asia;Azerbaijan;"Table grapes production";2004;tonnes;46840
Asia;Azerbaijan;"Table grapes production";2005;tonnes;69650
Asia;Azerbaijan;"Table grapes production";2006;tonnes;82685
Asia;Azerbaijan;"Table grapes production";2007;tonnes;79858
Asia;Azerbaijan;"Table grapes production";2008;tonnes;85815
Asia;Azerbaijan;"Table grapes production";2009;tonnes;94600
Asia;Azerbaijan;"Table grapes production";2010;tonnes;91724
Asia;Azerbaijan;"Table grapes production";2011;tonnes;111103
Asia;Azerbaijan;"Table grapes production";2012;tonnes;127178
Asia;Azerbaijan;"Table grapes production";2013;tonnes;127800
Asia;Azerbaijan;"Table grapes production";2014;tonnes;121300
Asia;Azerbaijan;"Table grapes production";2015;tonnes;128000
Asia;Azerbaijan;"Table grapes production";2016;tonnes;130000
America;"Bolivia, Plurinational State";"Table grapes production";1995;tonnes;10500
America;"Bolivia, Plurinational State";"Table grapes production";1996;tonnes;12700
America;"Bolivia, Plurinational State";"Table grapes production";1997;tonnes;14500
America;"Bolivia, Plurinational State";"Table grapes production";1998;tonnes;12400
America;"Bolivia, Plurinational State";"Table grapes production";1999;tonnes;14500
America;"Bolivia, Plurinational State";"Table grapes production";2000;tonnes;15995
America;"Bolivia, Plurinational State";"Table grapes production";2001;tonnes;20805
America;"Bolivia, Plurinational State";"Table grapes production";2002;tonnes;21720
America;"Bolivia, Plurinational State";"Table grapes production";2003;tonnes;20484
America;"Bolivia, Plurinational State";"Table grapes production";2004;tonnes;17770
America;"Bolivia, Plurinational State";"Table grapes production";2005;tonnes;18739
America;"Bolivia, Plurinational State";"Table grapes production";2006;tonnes;18712
America;"Bolivia, Plurinational State";"Table grapes production";2007;tonnes;17960
America;"Bolivia, Plurinational State";"Table grapes production";2008;tonnes;17198
America;"Bolivia, Plurinational State";"Table grapes production";2009;tonnes;10686
America;"Bolivia, Plurinational State";"Table grapes production";2010;tonnes;11356
America;"Bolivia, Plurinational State";"Table grapes production";2011;tonnes;11227
America;"Bolivia, Plurinational State";"Table grapes production";2012;tonnes;11273
America;"Bolivia, Plurinational State";"Table grapes production";2013;tonnes;11956
America;"Bolivia, Plurinational State";"Table grapes production";2014;tonnes;11900
America;"Bolivia, Plurinational State";"Table grapes production";2015;tonnes;8426
America;"Bolivia, Plurinational State";"Table grapes production";2016;tonnes;8964
Europe;"Bosnia And Herzegovina";"Table grapes production";1995;tonnes;2900
Europe;"Bosnia And Herzegovina";"Table grapes production";1996;tonnes;500
Europe;"Bosnia And Herzegovina";"Table grapes production";1997;tonnes;3700
Europe;"Bosnia And Herzegovina";"Table grapes production";1998;tonnes;3000
Europe;"Bosnia And Herzegovina";"Table grapes production";1999;tonnes;3500
Europe;"Bosnia And Herzegovina";"Table grapes production";2000;tonnes;4485
Europe;"Bosnia And Herzegovina";"Table grapes production";2001;tonnes;4659
Europe;"Bosnia And Herzegovina";"Table grapes production";2002;tonnes;6429
Europe;"Bosnia And Herzegovina";"Table grapes production";2003;tonnes;6469
Europe;"Bosnia And Herzegovina";"Table grapes production";2004;tonnes;10943
Europe;"Bosnia And Herzegovina";"Table grapes production";2005;tonnes;13807
Europe;"Bosnia And Herzegovina";"Table grapes production";2006;tonnes;15726
Europe;"Bosnia And Herzegovina";"Table grapes production";2007;tonnes;12813
Europe;"Bosnia And Herzegovina";"Table grapes production";2008;tonnes;15188
Europe;"Bosnia And Herzegovina";"Table grapes production";2009;tonnes;18314
Europe;"Bosnia And Herzegovina";"Table grapes production";2010;tonnes;14629
Europe;"Bosnia And Herzegovina";"Table grapes production";2011;tonnes;14928
Europe;"Bosnia And Herzegovina";"Table grapes production";2012;tonnes;19539
Europe;"Bosnia And Herzegovina";"Table grapes production";2013;tonnes;23716
Europe;"Bosnia And Herzegovina";"Table grapes production";2014;tonnes;19300
Europe;"Bosnia And Herzegovina";"Table grapes production";2015;tonnes;24353
Europe;"Bosnia And Herzegovina";"Table grapes production";2016;tonnes;28674
America;Brazil;"Table grapes production";1995;tonnes;400000
America;Brazil;"Table grapes production";1996;tonnes;434700
America;Brazil;"Table grapes production";1997;tonnes;495500
America;Brazil;"Table grapes production";1998;tonnes;410000
America;Brazil;"Table grapes production";1999;tonnes;388500
America;Brazil;"Table grapes production";2000;tonnes;429300
America;Brazil;"Table grapes production";2001;tonnes;593800
America;Brazil;"Table grapes production";2002;tonnes;613800
America;Brazil;"Table grapes production";2003;tonnes;629000
America;Brazil;"Table grapes production";2004;tonnes;695400
America;Brazil;"Table grapes production";2005;tonnes;757600
America;Brazil;"Table grapes production";2006;tonnes;757700
America;Brazil;"Table grapes production";2007;tonnes;717800
America;Brazil;"Table grapes production";2008;tonnes;691200
America;Brazil;"Table grapes production";2009;tonnes;667550
America;Brazil;"Table grapes production";2010;tonnes;737540
America;Brazil;"Table grapes production";2011;tonnes;627400
America;Brazil;"Table grapes production";2012;tonnes;624894
America;Brazil;"Table grapes production";2013;tonnes;733061
America;Brazil;"Table grapes production";2014;tonnes;762652
America;Brazil;"Table grapes production";2015;tonnes;717941
America;Brazil;"Table grapes production";2016;tonnes;641436
Europe;Bulgaria;"Table grapes production";1995;tonnes;92200
Europe;Bulgaria;"Table grapes production";1996;tonnes;72100
Europe;Bulgaria;"Table grapes production";1997;tonnes;74600
Europe;Bulgaria;"Table grapes production";1998;tonnes;41400
Europe;Bulgaria;"Table grapes production";1999;tonnes;36700
Europe;Bulgaria;"Table grapes production";2000;tonnes;59800
Europe;Bulgaria;"Table grapes production";2001;tonnes;30000
Europe;Bulgaria;"Table grapes production";2002;tonnes;26700
Europe;Bulgaria;"Table grapes production";2003;tonnes;36100
Europe;Bulgaria;"Table grapes production";2004;tonnes;38700
Europe;Bulgaria;"Table grapes production";2005;tonnes;21600
Europe;Bulgaria;"Table grapes production";2006;tonnes;31800
Europe;Bulgaria;"Table grapes production";2007;tonnes;52500
Europe;Bulgaria;"Table grapes production";2008;tonnes;61856
Europe;Bulgaria;"Table grapes production";2009;tonnes;35877
Europe;Bulgaria;"Table grapes production";2010;tonnes;16344
Europe;Bulgaria;"Table grapes production";2011;tonnes;15380
Europe;Bulgaria;"Table grapes production";2012;tonnes;17087
Europe;Bulgaria;"Table grapes production";2013;tonnes;21051
Europe;Bulgaria;"Table grapes production";2014;tonnes;7079
Europe;Bulgaria;"Table grapes production";2015;tonnes;16320
Europe;Bulgaria;"Table grapes production";2016;tonnes;10066
America;Chile;"Table grapes production";1995;tonnes;482900
America;Chile;"Table grapes production";1996;tonnes;556000
America;Chile;"Table grapes production";1997;tonnes;563100
America;Chile;"Table grapes production";1998;tonnes;599300
America;Chile;"Table grapes production";1999;tonnes;590000
America;Chile;"Table grapes production";2000;tonnes;714586
America;Chile;"Table grapes production";2001;tonnes;670759
America;Chile;"Table grapes production";2002;tonnes;695920
America;Chile;"Table grapes production";2003;tonnes;928467
America;Chile;"Table grapes production";2004;tonnes;745160
America;Chile;"Table grapes production";2005;tonnes;788469
America;Chile;"Table grapes production";2006;tonnes;873167
America;Chile;"Table grapes production";2007;tonnes;825918
America;Chile;"Table grapes production";2008;tonnes;860452
America;Chile;"Table grapes production";2009;tonnes;887913
America;Chile;"Table grapes production";2010;tonnes;816083
America;Chile;"Table grapes production";2011;tonnes;890018
America;Chile;"Table grapes production";2012;tonnes;852266
America;Chile;"Table grapes production";2013;tonnes;898498
America;Chile;"Table grapes production";2014;tonnes;735120
America;Chile;"Table grapes production";2015;tonnes;754418
America;Chile;"Table grapes production";2016;tonnes;712810
Asia;China;"Table grapes production";1995;tonnes;734346
Asia;China;"Table grapes production";1996;tonnes;796459
Asia;China;"Table grapes production";1997;tonnes;747866
Asia;China;"Table grapes production";1998;tonnes;840262
Asia;China;"Table grapes production";1999;tonnes;1225559
Asia;China;"Table grapes production";2000;tonnes;1329729
Asia;China;"Table grapes production";2001;tonnes;1653643
Asia;China;"Table grapes production";2002;tonnes;2340552
Asia;China;"Table grapes production";2003;tonnes;2901687
Asia;China;"Table grapes production";2004;tonnes;3328862
Asia;China;"Table grapes production";2005;tonnes;3383063
Asia;China;"Table grapes production";2006;tonnes;3705903
Asia;China;"Table grapes production";2007;tonnes;3894038
Asia;China;"Table grapes production";2008;tonnes;4302434
Asia;China;"Table grapes production";2009;tonnes;4866716
Asia;China;"Table grapes production";2010;tonnes;5605077
Asia;China;"Table grapes production";2011;tonnes;6221869
Asia;China;"Table grapes production";2012;tonnes;7352917
Asia;China;"Table grapes production";2013;tonnes;8513450
Asia;China;"Table grapes production";2014;tonnes;9402615
Asia;China;"Table grapes production";2015;tonnes;10000000
Asia;China;"Table grapes production";2016;tonnes;10100000
Europe;Croatia;"Table grapes production";1995;tonnes;72200
Europe;Croatia;"Table grapes production";1996;tonnes;85500
Europe;Croatia;"Table grapes production";1997;tonnes;74700
Europe;Croatia;"Table grapes production";1998;tonnes;87600
Europe;Croatia;"Table grapes production";1999;tonnes;86000
Europe;Croatia;"Table grapes production";2000;tonnes;89400
Europe;Croatia;"Table grapes production";2001;tonnes;86795
Europe;Croatia;"Table grapes production";2002;tonnes;77019
Europe;Croatia;"Table grapes production";2003;tonnes;87427
Europe;Croatia;"Table grapes production";2004;tonnes;73416
Europe;Croatia;"Table grapes production";2005;tonnes;23322
Europe;Croatia;"Table grapes production";2006;tonnes;22394
Europe;Croatia;"Table grapes production";2007;tonnes;21242
Europe;Croatia;"Table grapes production";2008;tonnes;20863
Europe;Croatia;"Table grapes production";2009;tonnes;20095
Europe;Croatia;"Table grapes production";2010;tonnes;19666
Europe;Croatia;"Table grapes production";2011;tonnes;20057
Europe;Croatia;"Table grapes production";2012;tonnes;20198
Europe;Croatia;"Table grapes production";2013;tonnes;17426
Europe;Croatia;"Table grapes production";2014;tonnes;21433
Europe;Croatia;"Table grapes production";2015;tonnes;20640
Europe;Croatia;"Table grapes production";2016;tonnes;21141
Asia;Cyprus;"Table grapes production";1995;tonnes;19300
Asia;Cyprus;"Table grapes production";1996;tonnes;17600
Asia;Cyprus;"Table grapes production";1997;tonnes;16700
Asia;Cyprus;"Table grapes production";1998;tonnes;18000
Asia;Cyprus;"Table grapes production";1999;tonnes;18700
Asia;Cyprus;"Table grapes production";2000;tonnes;20200
Asia;Cyprus;"Table grapes production";2001;tonnes;18800
Asia;Cyprus;"Table grapes production";2002;tonnes;18100
Asia;Cyprus;"Table grapes production";2003;tonnes;16900
Asia;Cyprus;"Table grapes production";2004;tonnes;15700
Asia;Cyprus;"Table grapes production";2005;tonnes;17400
Asia;Cyprus;"Table grapes production";2006;tonnes;10000
Asia;Cyprus;"Table grapes production";2007;tonnes;19106
Asia;Cyprus;"Table grapes production";2008;tonnes;8556
Asia;Cyprus;"Table grapes production";2009;tonnes;2651
Asia;Cyprus;"Table grapes production";2010;tonnes;3300
Asia;Cyprus;"Table grapes production";2011;tonnes;6800
Asia;Cyprus;"Table grapes production";2012;tonnes;23400
Asia;Cyprus;"Table grapes production";2013;tonnes;6000
Asia;Cyprus;"Table grapes production";2014;tonnes;6000
Asia;Cyprus;"Table grapes production";2015;tonnes;5000
Asia;Cyprus;"Table grapes production";2016;tonnes;5000
Africa;Egypt;"Table grapes production";1995;tonnes;661600
Africa;Egypt;"Table grapes production";1996;tonnes;845300
Africa;Egypt;"Table grapes production";1997;tonnes;777000
Africa;Egypt;"Table grapes production";1998;tonnes;857800
Africa;Egypt;"Table grapes production";1999;tonnes;904300
Africa;Egypt;"Table grapes production";2000;tonnes;963926
Africa;Egypt;"Table grapes production";2001;tonnes;965320
Africa;Egypt;"Table grapes production";2002;tonnes;960936
Africa;Egypt;"Table grapes production";2003;tonnes;1069540
Africa;Egypt;"Table grapes production";2004;tonnes;1138391
Africa;Egypt;"Table grapes production";2005;tonnes;1244993
Africa;Egypt;"Table grapes production";2006;tonnes;1279859
Africa;Egypt;"Table grapes production";2007;tonnes;1322089
Africa;Egypt;"Table grapes production";2008;tonnes;1359339
Africa;Egypt;"Table grapes production";2009;tonnes;1218341
Africa;Egypt;"Table grapes production";2010;tonnes;1219344
Africa;Egypt;"Table grapes production";2011;tonnes;1183906
Africa;Egypt;"Table grapes production";2012;tonnes;1235234
Africa;Egypt;"Table grapes production";2013;tonnes;1285438
Africa;Egypt;"Table grapes production";2014;tonnes;1442368
Africa;Egypt;"Table grapes production";2015;tonnes;1576838
Africa;Egypt;"Table grapes production";2016;tonnes;1582427
Europe;France;"Table grapes production";1995;tonnes;107800
Europe;France;"Table grapes production";1996;tonnes;101000
Europe;France;"Table grapes production";1997;tonnes;86900
Europe;France;"Table grapes production";1998;tonnes;93800
Europe;France;"Table grapes production";1999;tonnes;105400
Europe;France;"Table grapes production";2000;tonnes;72872
Europe;France;"Table grapes production";2001;tonnes;79630
Europe;France;"Table grapes production";2002;tonnes;60937
Europe;France;"Table grapes production";2003;tonnes;57836
Europe;France;"Table grapes production";2004;tonnes;63334
Europe;France;"Table grapes production";2005;tonnes;56605
Europe;France;"Table grapes production";2006;tonnes;54403
Europe;France;"Table grapes production";2007;tonnes;51174
Europe;France;"Table grapes production";2008;tonnes;39807
Europe;France;"Table grapes production";2009;tonnes;49043
Europe;France;"Table grapes production";2010;tonnes;46774
Europe;France;"Table grapes production";2011;tonnes;48298
Europe;France;"Table grapes production";2012;tonnes;48445
Europe;France;"Table grapes production";2013;tonnes;37897
Europe;France;"Table grapes production";2014;tonnes;47968
Europe;France;"Table grapes production";2015;tonnes;45616
Europe;France;"Table grapes production";2016;tonnes;45592
Asia;Georgia;"Table grapes production";1995;tonnes;20000
Asia;Georgia;"Table grapes production";1996;tonnes;32000
Asia;Georgia;"Table grapes production";1997;tonnes;39000
Asia;Georgia;"Table grapes production";1998;tonnes;30000
Asia;Georgia;"Table grapes production";1999;tonnes;23800
Asia;Georgia;"Table grapes production";2000;tonnes;23000
Asia;Georgia;"Table grapes production";2001;tonnes;12300
Asia;Georgia;"Table grapes production";2002;tonnes;10700
Asia;Georgia;"Table grapes production";2003;tonnes;23000
Asia;Georgia;"Table grapes production";2004;tonnes;14000
Asia;Georgia;"Table grapes production";2005;tonnes;16000
Asia;Georgia;"Table grapes production";2006;tonnes;14200
Asia;Georgia;"Table grapes production";2007;tonnes;15000
Asia;Georgia;"Table grapes production";2008;tonnes;12554
Asia;Georgia;"Table grapes production";2009;tonnes;6764
Asia;Georgia;"Table grapes production";2010;tonnes;9000
Asia;Georgia;"Table grapes production";2011;tonnes;7998
Asia;Georgia;"Table grapes production";2012;tonnes;8799
Asia;Georgia;"Table grapes production";2013;tonnes;9221
Asia;Georgia;"Table grapes production";2014;tonnes;8545
Asia;Georgia;"Table grapes production";2015;tonnes;8713
Asia;Georgia;"Table grapes production";2016;tonnes;8655
Europe;Greece;"Table grapes production";1995;tonnes;221700
Europe;Greece;"Table grapes production";1996;tonnes;201700
Europe;Greece;"Table grapes production";1997;tonnes;262400
Europe;Greece;"Table grapes production";1998;tonnes;263200
Europe;Greece;"Table grapes production";1999;tonnes;178300
Europe;Greece;"Table grapes production";2000;tonnes;243700
Europe;Greece;"Table grapes production";2001;tonnes;281755
Europe;Greece;"Table grapes production";2002;tonnes;200300
Europe;Greece;"Table grapes production";2003;tonnes;193100
Europe;Greece;"Table grapes production";2004;tonnes;199600
Europe;Greece;"Table grapes production";2005;tonnes;218100
Europe;Greece;"Table grapes production";2006;tonnes;256900
Europe;Greece;"Table grapes production";2007;tonnes;213000
Europe;Greece;"Table grapes production";2008;tonnes;183775
Europe;Greece;"Table grapes production";2009;tonnes;190178
Europe;Greece;"Table grapes production";2010;tonnes;262727
Europe;Greece;"Table grapes production";2011;tonnes;230339
Europe;Greece;"Table grapes production";2012;tonnes;241137
Europe;Greece;"Table grapes production";2013;tonnes;298738
Europe;Greece;"Table grapes production";2014;tonnes;248208
Europe;Greece;"Table grapes production";2015;tonnes;260148
Europe;Greece;"Table grapes production";2016;tonnes;265147
Asia;"Hong Kong, China";"Table grapes production";1995;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";1996;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";1997;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";1998;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";1999;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2000;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2001;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2002;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2003;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2004;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2005;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2006;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2007;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2008;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2009;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2010;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2011;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2012;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2013;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2014;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2015;tonnes;0
Asia;"Hong Kong, China";"Table grapes production";2016;tonnes;0
Europe;Hungary;"Table grapes production";1995;tonnes;50900
Europe;Hungary;"Table grapes production";1996;tonnes;38400
Europe;Hungary;"Table grapes production";1997;tonnes;44700
Europe;Hungary;"Table grapes production";1998;tonnes;69600
Europe;Hungary;"Table grapes production";1999;tonnes;76300
Europe;Hungary;"Table grapes production";2000;tonnes;73834
Europe;Hungary;"Table grapes production";2001;tonnes;49207
Europe;Hungary;"Table grapes production";2002;tonnes;42100
Europe;Hungary;"Table grapes production";2003;tonnes;34675
Europe;Hungary;"Table grapes production";2004;tonnes;74956
Europe;Hungary;"Table grapes production";2005;tonnes;31650
Europe;Hungary;"Table grapes production";2006;tonnes;41643
Europe;Hungary;"Table grapes production";2007;tonnes;62382
Europe;Hungary;"Table grapes production";2008;tonnes;60452
Europe;Hungary;"Table grapes production";2009;tonnes;73180
Europe;Hungary;"Table grapes production";2010;tonnes;43750
Europe;Hungary;"Table grapes production";2011;tonnes;54234
Europe;Hungary;"Table grapes production";2012;tonnes;84303
Europe;Hungary;"Table grapes production";2013;tonnes;49494
Europe;Hungary;"Table grapes production";2014;tonnes;13365
Europe;Hungary;"Table grapes production";2015;tonnes;13162
Europe;Hungary;"Table grapes production";2016;tonnes;14174
Asia;India;"Table grapes production";1995;tonnes;630000
Asia;India;"Table grapes production";1996;tonnes;720000
Asia;India;"Table grapes production";1997;tonnes;729000
Asia;India;"Table grapes production";1998;tonnes;873000
Asia;India;"Table grapes production";1999;tonnes;974700
Asia;India;"Table grapes production";2000;tonnes;902678
Asia;India;"Table grapes production";2001;tonnes;845520
Asia;India;"Table grapes production";2002;tonnes;943677
Asia;India;"Table grapes production";2003;tonnes;993289
Asia;India;"Table grapes production";2004;tonnes;1174460
Asia;India;"Table grapes production";2005;tonnes;1245226
Asia;India;"Table grapes production";2006;tonnes;1309918
Asia;India;"Table grapes production";2007;tonnes;1335502
Asia;India;"Table grapes production";2008;tonnes;1374876
Asia;India;"Table grapes production";2009;tonnes;1484432
Asia;India;"Table grapes production";2010;tonnes;685535
Asia;India;"Table grapes production";2011;tonnes;972409
Asia;India;"Table grapes production";2012;tonnes;1760646
Asia;India;"Table grapes production";2013;tonnes;1967120
Asia;India;"Table grapes production";2014;tonnes;2058551
Asia;India;"Table grapes production";2015;tonnes;1843796
Asia;India;"Table grapes production";2016;tonnes;1976487
Asia;"Iran, Islamic Republic";"Table grapes production";1995;tonnes;1307722
Asia;"Iran, Islamic Republic";"Table grapes production";1996;tonnes;1441574
Asia;"Iran, Islamic Republic";"Table grapes production";1997;tonnes;1518789
Asia;"Iran, Islamic Republic";"Table grapes production";1998;tonnes;1542373
