Continent;Country;Series;Year;Unit;Value
Asia;Yemen;"Table grapes production";1995;tonnes;140000
Asia;Yemen;"Table grapes production";1996;tonnes;91200
Asia;Yemen;"Table grapes production";1997;tonnes;139700
Asia;Yemen;"Table grapes production";1998;tonnes;144000
Asia;Yemen;"Table grapes production";1999;tonnes;144800
Asia;Yemen;"Table grapes production";2000;tonnes;145010
Asia;Yemen;"Table grapes production";2001;tonnes;149710
Asia;Yemen;"Table grapes production";2002;tonnes;151415
Asia;Yemen;"Table grapes production";2003;tonnes;157009
Asia;Yemen;"Table grapes production";2004;tonnes;96882
Asia;Yemen;"Table grapes production";2005;tonnes;100218
Asia;Yemen;"Table grapes production";2006;tonnes;109359
Asia;Yemen;"Table grapes production";2007;tonnes;117008
Asia;Yemen;"Table grapes production";2008;tonnes;118231
Asia;Yemen;"Table grapes production";2009;tonnes;120329
Asia;Yemen;"Table grapes production";2010;tonnes;154640
Asia;Yemen;"Table grapes production";2011;tonnes;138635
Asia;Yemen;"Table grapes production";2012;tonnes;144030
Asia;Yemen;"Table grapes production";2013;tonnes;144729
Asia;Yemen;"Table grapes production";2014;tonnes;140593
Asia;Yemen;"Table grapes production";2015;tonnes;142478
Asia;Yemen;"Table grapes production";2016;tonnes;143435
